identifier,canonical_smiles,molecular_weight,alogp,topological_polar_surface_area,rotatable_bond_count,hydrogen_bond_acceptors_lipinski,hydrogen_bond_donors_lipinski,lipinski_rule_of_five_violations,qed_drug_likeliness,np_classifier_superclass,parent_family,pains_alert,DsbA_affinity,Irp3_affinity,row_idx,UMAP1,UMAP2,consensus_score,heavy_atom_count,DsbA_LE,Irp3_LE,consensus_LE
CNP0528286.0,C1=NC(=NCC2=CC=CO2)C2N=CN=C2N1,215.22,0.62,74.61,2,5,1,0,0.78,Pseudoalkaloids,Alkaloids,False,-5.449,-6.402,30007,5.282159,5.5877934,-5.9254999999999995,16,0.3405625,0.400125,0.37034374999999997
CNP0174667.1,C[C@H](O)[C@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,177.2,-2.58,92.95,2,5,5,0,0.32,Ornithine alkaloids,Alkaloids,False,-4.579,-5.175,114603,1.0037793,4.482811,-4.877,12,0.38158333333333333,0.43124999999999997,0.40641666666666665
CNP0280113.1,CS[C@@]12CC3=CC=C[C@H](O)[C@H]3N1C(=O)[C@@]13C[C@H]4C(=O)C[C@@H](SS1)[C@H](O)[C@H]4N3C2=O,452.58,0.53,98.15,1,8,2,0,0.56,Peptide alkaloids,Alkaloids,False,-6.217,-8.533,83061,0.83460295,7.2108164,-7.375,29,0.21437931034482757,0.29424137931034483,0.2543103448275862
CNP0515594.1,CN/C1=N/CC#C[C@@H]2C[C@@H](C)[C@@]34C[C@](O)(CO[C@H]5CCC[C@@H](NC)C5)C(C(=O)[O-])=C3C[C@@H]2[C@@]42C[N+]1=CC[C@@H]2CNCCO,595.79,-0.36,141.28,9,9,5,1,0.14,Pseudoalkaloids,Alkaloids,False,-6.522,-7.75,9963,-0.074716866,6.9414515,-7.136,43,0.15167441860465117,0.18023255813953487,0.165953488372093
CNP0301074.1,O=C(O)CC1=CC2=CC3=C(C=C2O1)OC/C(=C/Cl)C=C3,290.7,3.59,59.67,2,3,1,0,0.92,Chromanes,Phenolics,False,-6.317,-7.878,58268,2.6538775,7.061618,-7.0975,20,0.31585,0.39390000000000003,0.35487500000000005
CNP0253568.1,CCC[C@@H]1[C@]2(CC[C@@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]13C)C[C@@]21CC[C@H](N)C(C)(C)C1,418.71,5.45,49.49,4,3,2,1,0.64,Pseudoalkaloids,Alkaloids,False,-5.53,-7.687,8172,-0.46786788,6.283456,-6.6085,30,0.18433333333333335,0.25623333333333337,0.22028333333333336
CNP0443182.1,CS(=O)(=O)N1CCN(C(=O)C2CCCCC2)[C@@H](C(=O)N[C@@H](CC2CCCCC2)C(N)=O)C1,470.64,0.98,129.88,7,5,2,0,0.57,Lysine alkaloids,Alkaloids,False,-6.207,-8.488,141891,2.3566804,5.051478,-7.3475,32,0.19396875,0.26525,0.229609375
CNP0342437.0,N=CC1=NC2=CONC2=C1,135.13,1.11,65.67,1,3,2,0,0.57,Nicotinic acid alkaloids,Alkaloids,False,-4.741,-4.888,72093,5.3255954,5.022196,-4.8145,10,0.47409999999999997,0.4888,0.48145
CNP0196399.0,CC1=C2N=C3C(=O)N=C(N)N=C3NCC2C2(C)CNC3=C(C(=O)NN=N3)N12,368.36,-1.69,166.11,0,10,4,0,0.42,Pseudoalkaloids,Alkaloids,False,-7.223,-9.007,47802,4.276855,4.090323,-8.115,27,0.2675185185185185,0.3335925925925926,0.3005555555555556
CNP0086772.0,O=C1CCC(=O)N2CCCCCNC(=O)CCC(=O)N3CCCCCNC(=O)CCC(=O)N(CCCCCN1)O[Fe](O2)O3,653.54,0.87,175.92,0,9,3,1,0.32,Lysine alkaloids,Alkaloids,False,-7.962,-8.236,251699,2.6980355,5.7672853,-8.099,43,0.1851627906976744,0.19153488372093025,0.18834883720930234
CNP0430980.0,COC1=CC=C(C2(C3=C(C4=CC=C(O)C=C4)NC(N)=N3)N=C3N=CC=C4C5=CC=CC=C5N=C2N43)C=C1,487.52,4.46,124.48,4,8,3,0,0.39,Histidine alkaloids,Alkaloids,False,-6.808,-10.52,89573,3.9016254,7.6186957,-8.664,37,0.184,0.2843243243243243,0.23416216216216215
CNP0403214.0,CCNC1=NC(Cl)=NC(N(N=O)C(C)(C)C#N)=N1,269.7,1.75,107.16,5,7,1,0,0.64,Pseudoalkaloids,Alkaloids,False,-5.157,-6.414,219990,4.12366,4.695407,-5.7855,18,0.2865,0.35633333333333334,0.3214166666666667
CNP0553236.0,C=C(C)CCC1(N)N=CN=C2N=CN=C21,203.25,0.92,75.46,3,5,1,0,0.68,Pseudoalkaloids,Alkaloids,False,-5.052,-6.335,214755,2.339105,4.3258743,-5.6935,15,0.3368,0.42233333333333334,0.37956666666666666
CNP0202144.1,C=C[C@H]1SC=CCS1,144.26,2.49,0.0,1,2,0,0,0.52,Monoterpenoids,Terpenoids,False,-3.538,-3.804,157240,1.7604375,6.224494,-3.671,8,0.44225,0.4755,0.458875
CNP0603459.1,C[C@H]1[C@H](C)C[CH][C@@]2(C=O)C[CH][C@@]3(C)C(=C[CH][C@H]4[C@@]5(C)C[CH][C@H](O)C(C)(C)[C@@H]5[CH]C[C@]43C)[C@H]12,435.67,6.27,37.3,1,2,1,1,0.49,Triterpenoids,Terpenoids,False,-7.029,-8.512,218067,0.02656648,6.2959847,-7.7705,32,0.21965625,0.266,0.242828125
CNP0483698.0,CCCON1C=C(C(O)C(=O)CC2=CC=NC=C2Cl)C2=CC=CC=C21,358.83,3.37,64.35,7,5,1,0,0.7,Tryptophan alkaloids,Alkaloids,False,-5.839,-7.717,141325,4.5895476,7.2520394,-6.7780000000000005,25,0.23356000000000002,0.30868,0.27112
CNP0251225.3,CC1=C2CC/C(C)=C/CC/C(C)=C\CC/C(C)=C/[C@@H]2OC1,286.46,5.89,9.23,0,1,0,1,0.5,Diterpenoids,Terpenoids,False,-5.054,-7.909,28589,0.62206674,5.733388,-6.4815000000000005,21,0.24066666666666667,0.37661904761904763,0.30864285714285716
CNP0406191.0,ClC1=CC=C(OC2=CC(Cl)=C(Cl)C=C2Cl)C(Cl)=C1,342.44,6.75,9.23,2,1,0,1,0.55,Proline alkaloids,Alkaloids,False,-6.398,-7.143,52539,4.432407,6.220183,-6.7705,18,0.35544444444444445,0.3968333333333333,0.3761388888888889
CNP0085979.0,C1=CC=C2C(=C1)CC1OC3=CC=CC=C3C2O1,224.26,3.07,18.46,0,2,0,0,0.68,Isoflavonoids,Flavonoids,False,-7.008,-7.954,63734,3.0052738,6.69161,-7.481,17,0.41223529411764703,0.46788235294117647,0.4400588235294117
CNP0389920.1,CC[C@H](C)[C@H]1NC(C)(C)NC(=O)[C@@H](CC2=CNC3=CC(I)=CC(I)=C23)NC1=O,608.26,3.27,86.02,4,3,4,1,0.4,Peptide alkaloids,Alkaloids,False,-6.353,-9.358,66947,2.8867226,5.1758533,-7.8555,28,0.22689285714285715,0.33421428571428574,0.28055357142857146
CNP0458406.0,CC1=NN(C)C(S)=NC(=S)C1,187.29,1.31,27.96,0,3,1,0,0.46,Pseudoalkaloids,Alkaloids,False,-4.618,-4.613,108345,3.148174,4.4638,-4.615500000000001,11,0.41981818181818187,0.4193636363636364,0.4195909090909091
CNP0112980.1,C#C/C=C\[C@@H]1[C@@H](O)CCC[C@]12CCC[C@@H](CC=C)N2,259.39,2.79,32.26,3,2,2,0,0.6,Lysine alkaloids,Alkaloids,False,-4.637,-7.115,240782,0.25801516,4.7144346,-5.8759999999999994,19,0.24405263157894735,0.37447368421052635,0.30926315789473685
CNP0541829.0,O=S(=O)([O-])CC[N+]1=CC=CC=C1,187.22,-0.48,61.08,3,3,0,0,0.47,Nicotinic acid alkaloids,Alkaloids,False,-4.47,-5.338,246128,5.081443,6.4488897,-4.904,12,0.3725,0.44483333333333336,0.4086666666666667
CNP0258688.0,C=C1CCC(=C)C(=C)C1,120.19,2.84,0.0,0,0,0,0,0.43,Sesquiterpenoids,Terpenoids,False,-4.748,-5.286,267164,0.7031713,5.529203,-5.0169999999999995,9,0.5275555555555556,0.5873333333333333,0.5574444444444444
CNP0163421.0,CN1C=CC2=CC=C(C(=O)NC3=CC=C(C(N)=O)C=C3)C=C21,293.33,2.53,77.12,3,3,2,0,0.78,Anthranilic acid alkaloids,Alkaloids,False,-7.352,-8.405,203033,3.92187,4.7721577,-7.8785,22,0.3341818181818182,0.3820454545454545,0.35811363636363636
CNP0412799.1,O=C1CCC2=C1C(=O)OC1=C3C(=CC(O)=C21)O[C@H]1OC=C[C@@H]31,298.25,1.97,85.97,0,6,1,0,0.75,Chromanes,Phenolics,False,-6.835,-8.924,51846,2.238198,7.4158764,-7.8795,22,0.31068181818181817,0.40563636363636363,0.3581590909090909
CNP0292683.0,O=CC1=CC=C(CCC2=CC=C(OCC3=NCCS3)N=N2)C=C1,327.41,2.6,64.44,7,6,0,0,0.73,Nicotinic acid alkaloids,Alkaloids,False,-6.404,-7.839,137838,1.9231408,6.954019,-7.1215,23,0.27843478260869564,0.3408260869565218,0.3096304347826087
CNP0075914.1,O=C([O-])/C=C1/C[C@H]2[C@@H]3C4=CC(=O)O[C@@]45C[C@@H]([C@@H]3[N@@+]34CCC[C@@H]3[C@]1(O)C[C@@H]24)N1CCC[C@@H]15,424.5,-0.36,89.9,1,6,1,0,0.35,Lysine alkaloids,Alkaloids,False,-6.237,-9.09,87831,0.4701002,6.97723,-7.6635,31,0.20119354838709677,0.2932258064516129,0.24720967741935485
CNP0445227.0,CN(C)C1=NN=C(Br)C(C2=NC(N(C)C)=NN=C2Br)=N1,404.07,1.38,83.82,3,8,0,0,0.76,Pseudoalkaloids,Alkaloids,False,-6.11,-6.782,177543,4.779711,5.374513,-6.446,20,0.3055,0.3391,0.32230000000000003
CNP0368674.1,CN1C[C@@H]2COCCN2C2(CNC2)C1,197.28,-1.03,27.74,0,4,1,0,0.54,Lysine alkaloids,Alkaloids,False,-4.664,-5.446,45689,1.1346608,5.013193,-5.055,14,0.33314285714285713,0.38899999999999996,0.36107142857142854
CNP0266445.0,CCOC(C=C(Br)Br)OCC,287.98,3.02,18.46,5,2,0,0,0.72,Monoterpenoids,Terpenoids,False,-3.673,-4.409,127941,2.2900195,3.910842,-4.041,11,0.33390909090909093,0.4008181818181818,0.36736363636363634
CNP0524964.1,OC1=C2N=CC3=C2C(=NCC3)C2=C1N[C@@H]1C[C@]23C=C(Br)[C@@H](O)CC3S1,418.32,1.82,77.21,0,6,3,0,0.56,Tryptophan alkaloids,Alkaloids,False,-6.791,-9.647,33286,3.244554,5.4663525,-8.219000000000001,25,0.27164,0.38588,0.32876
CNP0149035.2,C=C1CC[C@@H](C)C(C)(C)[C@H]1/C=C/C(C)=C/CC[C@@]1(CO)[C@H](CCCO)/C(=C(/C)C=O)CC[C@]1(C)O,486.74,6.33,77.76,10,4,3,1,0.15,Triterpenoids,Terpenoids,False,-5.227,-8.254,3928,0.030695204,6.2231035,-6.7405,35,0.14934285714285714,0.23582857142857142,0.19258571428571428
CNP0164638.1,CC(C)=C/C=C1\C[C@@H]2O[C@@H](C(C)(C)O)C[C@@]2(O)[C@@H](Cl)[C@@H]1O,316.82,1.91,69.92,2,4,3,0,0.68,Meroterpenoids,Terpenoids,False,-6.273,-7.782,21185,0.05353667,5.5896454,-7.0275,21,0.2987142857142857,0.37057142857142855,0.33464285714285713
CNP0094084.0,CC1(C)SC(C)(C)SC(C)(C)S1,222.44,4.41,0.0,0,3,0,0,0.6,Monoterpenoids,Terpenoids,False,-3.336,-5.079,157587,-0.30469325,4.9554515,-4.2075,12,0.27799999999999997,0.42324999999999996,0.35062499999999996
CNP0284037.1,CN(C)[C@@H]1C=CC2=CC3=CC[C@]4(C)[C@@H](C5=CC=C6C=CN=CC6=C5)CC[C@H]4[C@@]34CC[C@]2(C1)O4,438.62,6.18,25.36,2,3,0,1,0.56,Pseudoalkaloids,Alkaloids,False,-7.494,-9.793,203041,-0.47366062,7.166405,-8.6435,33,0.2270909090909091,0.2967575757575757,0.2619242424242424
CNP0181825.2,CC(=O)N[C@H](CCCC#CCC(Cl)Cl)CCCC#CCC(Cl)(Cl)Cl,433.63,5.79,29.1,8,1,1,1,0.29,Peptide alkaloids,Alkaloids,False,-4.293,-7.142,236011,3.041462,4.169519,-5.7175,24,0.178875,0.29758333333333337,0.2382291666666667
CNP0506214.1,CCCC1C(=O)C2=C(NC([C@H]3C[C@H]4C[C@@H]3[C@@H]3O[C@H]43)=N2)N(CCC)C1=O,343.43,2.66,78.59,5,4,1,0,0.66,Pseudoalkaloids,Alkaloids,False,-5.537,-7.907,137263,2.7386615,4.871471,-6.7219999999999995,25,0.22148,0.31628,0.26888
CNP0247201.1,C/C(C(=O)O)=C(/O)[C@@H](O)C[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C4C(=O)C[C@]12CCCCC[C@@]41CCC(=O)C(C)(C)[C@H]1C[C@H]3O,572.74,4.65,152.36,5,7,5,1,0.24,Triterpenoids,Terpenoids,False,-6.607,-8.717,176827,0.58076304,6.602647,-7.662000000000001,41,0.16114634146341464,0.212609756097561,0.1868780487804878
CNP0556235.0,CC(C)C1=CC(SC2=CC=C(O)C(C(C)C)=C2)=CC=C1O,302.44,5.5,40.46,4,3,2,1,0.78,Monoterpenoids,Terpenoids,False,-5.989,-7.592,38953,2.801883,7.1768084,-6.7905,21,0.28519047619047616,0.3615238095238095,0.32335714285714284
CNP0122722.1,CN1[C@@H]([C@@H]2CSS[C@@H]2O)CC[C@@H]1[C@@H]1SSC[C@@H]1O,325.55,1.9,43.7,2,7,2,0,0.75,Ornithine alkaloids,Alkaloids,False,-4.407,-5.984,120625,0.8257578,4.6459236,-5.1955,18,0.24483333333333335,0.33244444444444443,0.2886388888888889
CNP0001141.0,N=C1C=CN2OC=CN=C12,135.13,0.38,54.81,0,4,1,0,0.57,Nicotinic acid alkaloids,Alkaloids,False,-4.622,-5.072,165386,5.1072965,5.0657697,-4.8469999999999995,10,0.4622,0.5072,0.4847
CNP0201242.0,CN1N=C(CC#N)C2=C(N3N=CC(C#N)=C3N)N=CN=C21,279.27,0.07,135.02,2,9,1,0,0.7,Pseudoalkaloids,Alkaloids,False,-5.366,-6.367,72274,4.461819,5.446902,-5.8665,21,0.2555238095238095,0.3031904761904762,0.27935714285714286
CNP0434138.1,COC1=C(/C=C2\C=CC(CCCCCCCCCCC(C)C)=N2)NC(C2=CC=CN2)=C1,421.63,7.93,53.17,14,2,2,1,0.3,Proline alkaloids,Alkaloids,False,-6.354,-7.461,31824,3.3347921,7.7875814,-6.907500000000001,31,0.20496774193548387,0.24067741935483872,0.2228225806451613
CNP0263999.1,N[C@H]1[C@H]2C(=O)C=C3S[C@H]4C[C@]31C1=C3C5=C(NC=C5CCN32)C(=O)C1N4,352.42,0.38,91.22,0,6,3,0,0.63,Tryptophan alkaloids,Alkaloids,False,-6.756,-9.197,210211,2.1405926,7.584524,-7.9765,25,0.27024000000000004,0.36788,0.31906
CNP0584884.0,CC1=NC=C(C[N+]2=CSC(CCOP(=O)(O)OP(=O)(O)O)=C2C)C(=N)N1,425.32,0.67,169.7,8,7,5,0,0.3,Nicotinic acid alkaloids,Alkaloids,False,-5.404,-7.145,950,4.1248674,6.544298,-6.2745,26,0.20784615384615385,0.2748076923076923,0.24132692307692308
CNP0604221.0,O=C(C1=CC=C(Br)O1)N1CCC2(CC1)NC1=CC=CC=C1N1C=CC=C12,412.29,4.39,50.41,1,4,1,0,0.65,Tryptophan alkaloids,Alkaloids,False,-6.722,-9.292,129425,3.7213578,6.7508087,-8.007,26,0.25853846153846155,0.35738461538461536,0.30796153846153845
CNP0075809.1,O=C1CC=C[C@@H]2[C@H]3CC=CN4C=CC[C@@H](CN12)[C@@H]34,242.32,1.89,23.55,0,2,0,0,0.61,Lysine alkaloids,Alkaloids,False,-5.427,-7.814,165311,1.8326864,5.182888,-6.6205,18,0.3015,0.4341111111111111,0.36780555555555555
CNP0496915.0,NC1=CC(CSC2=NC=CN2)=C2N=C(N)NC(=O)C2=C1,288.34,1.1,126.47,3,6,4,0,0.42,Histidine alkaloids,Alkaloids,False,-6.103,-7.718,184413,4.363435,4.513357,-6.9105,20,0.30515,0.3859,0.34552499999999997
CNP0572135.1,O=C1N[C@H]2NC(=O)N[C@H]2N1,142.12,-1.74,82.26,0,2,4,0,0.32,Pseudoalkaloids,Alkaloids,False,-4.632,-4.816,213602,4.267522,4.0063663,-4.724,10,0.46319999999999995,0.4816,0.47239999999999993
CNP0524315.0,CNC1=C2C(=O)CC(C)(C)CC2=[NH+]C2=CC=CC=C12,255.34,2.85,43.24,1,2,1,0,0.85,Anthranilic acid alkaloids,Alkaloids,False,-6.415,-7.589,216508,4.6160545,7.5813017,-7.002000000000001,19,0.33763157894736845,0.39942105263157895,0.3685263157894737
CNP0397182.1,CC1C2CC(C)(C)CC2C[C@]23CC[C@]12O[C@H](C)COC3,278.44,4.03,18.46,0,2,0,0,0.67,Sesquiterpenoids,Terpenoids,False,-5.488,-8.368,254466,-0.4210952,6.1024456,-6.928000000000001,20,0.27440000000000003,0.4184,0.34640000000000004
CNP0464450.1,CC1=NN(C2=CC=CC=N2)C(C)=C1[C@@H]1C=C[C@@H](NCC2CC2)C1,308.43,3.3,42.74,5,4,1,0,0.86,Nicotinic acid alkaloids,Alkaloids,False,-5.708,-7.845,267039,3.79421,6.439327,-6.7765,23,0.24817391304347827,0.3410869565217391,0.2946304347826087
CNP0506779.0,CCN(CC)CC#CCN1C2=CC=CC=C2SC2=CC=CC=C21,322.48,4.63,6.48,4,3,0,0,0.76,Anthranilic acid alkaloids,Alkaloids,False,-5.645,-7.745,188649,4.4900684,6.164251,-6.695,23,0.24543478260869564,0.3367391304347826,0.2910869565217391
CNP0163368.2,C=C(C(C)=O)[C@@H](C)[C@@H]1O[C@@H]2OC[C@H](C)[C@@H]2[C@H](C)O1,254.33,2.14,44.76,3,4,0,0,0.72,Sesquiterpenoids,Terpenoids,False,-5.506,-7.007,12456,0.58219326,5.8273425,-6.2565,18,0.3058888888888889,0.3892777777777778,0.34758333333333336
CNP0210405.2,CC(=O)O[C@@H]1CN2C[C@@H]3C[C@H]4[C@@H]5C[C@H](C)C[C@@]42[C@@]3(C1)[C@H](O)C5,305.42,1.81,49.77,1,4,1,0,0.75,Lysine alkaloids,Alkaloids,False,-5.782,-8.217,24426,0.26398504,6.8615685,-6.9995,22,0.26281818181818184,0.3735,0.3181590909090909
CNP0610302.1,CCC1=CN2CCC3=C4C=CC=CC4=NC3=C2C=C1C1=CN2C3=CC=CC=C3[C@@]34CCN5CC6=CCO[C@@H]1[C@@H]([C@H]23)[C@H]6C[C@H]54,564.73,4.7,31.31,2,5,0,1,0.5,Tryptophan alkaloids,Alkaloids,False,-8.997,-12.47,32738,4.0248036,7.53936,-10.7335,43,0.20923255813953487,0.29000000000000004,0.24961627906976747
CNP0231352.2,C/C(=C/C1=CC(C)=CO1)CCC1=C(C)C=CO1,230.31,4.53,26.28,4,2,0,0,0.77,Sesquiterpenoids,Terpenoids,False,-5.84,-6.837,58906,2.0999787,6.259503,-6.3385,17,0.34352941176470586,0.4021764705882353,0.3728529411764706
CNP0602697.1,NC(=O)N/N=C/C=[N+](\[O-])O,146.11,-1.39,113.78,2,4,3,0,0.19,Pseudoalkaloids,Alkaloids,False,-4.0,-4.836,239152,3.4578288,4.2653856,-4.418,10,0.4,0.48360000000000003,0.4418
CNP0006960.0,C1=C2C=CC=CC2=NC2=C3C=CC=CC3=N[C+]12,217.25,0.07,24.72,0,2,0,0,0.56,Tryptophan alkaloids,Alkaloids,False,-6.73,-7.686,248248,5.2333465,6.7940035,-7.208,17,0.3958823529411765,0.4521176470588235,0.42400000000000004
CNP0432088.2,COC1=C(C)C(=O)C(C)=C([C@@]2(C)[C@H](C)[C@@]3(C)[C@@H]4O[C@]4(C)[C@@H]4O[C@]4(C)[C@@H]23)O1,360.45,3.12,64.5,2,5,0,0,0.76,Sesquiterpenoids,Terpenoids,False,-5.415,-7.637,140271,0.65756744,7.0532117,-6.526,26,0.20826923076923076,0.29373076923076924,0.251
CNP0148466.1,CC1=CC(OC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)=C2C(C)=C(C)C(=O)OC2=C1,417.5,4.56,94.84,5,6,1,0,0.44,Coumarins,Phenolics,False,-6.082,-7.735,232960,2.5054195,6.248191,-6.9085,30,0.20273333333333332,0.25783333333333336,0.23028333333333334
CNP0568897.1,CC1(C)[C@H]2CC[C@]1(C)C[N@+](C)(CCC[N+](C)(C)C)C2,268.49,2.99,0.0,4,0,0,0,0.69,Monoterpenoids,Terpenoids,False,-4.294,-6.602,56995,-0.6153941,5.9004297,-5.448,19,0.22599999999999998,0.3474736842105263,0.2867368421052632
CNP0552047.1,C/C(=N/O)C1=C[N+](C)=NS1,158.21,0.17,49.36,1,4,1,0,0.27,Nicotinic acid alkaloids,Alkaloids,False,-4.047,-4.551,74802,5.405763,6.440397,-4.2989999999999995,10,0.40469999999999995,0.4551,0.42989999999999995
CNP0124409.1,C=C1[C@H](N)C[C@@H]2C[C@H]1C2(C)C,151.25,1.94,26.02,0,1,1,0,0.53,Monoterpenoids,Terpenoids,False,-3.916,-5.655,4270,-0.3982556,5.2572885,-4.7855,11,0.356,0.5140909090909092,0.43504545454545457
CNP0087319.1,NCCC/C=N/CCCN,143.23,0.14,64.4,6,3,2,0,0.41,Ornithine alkaloids,Alkaloids,False,-4.022,-4.391,86304,2.8473709,3.7490873,-4.2065,10,0.4022,0.4391,0.42064999999999997
CNP0515136.1,C=C(C)C1CCC(C)=C1CC/C(C)=N/NC(=N)S,265.43,3.9,48.24,5,2,3,0,0.23,Sesquiterpenoids,Terpenoids,False,-5.515,-6.844,134762,0.9727086,5.706304,-6.1795,18,0.3063888888888889,0.38022222222222224,0.34330555555555553
CNP0216158.1,C=C(/C=C/N=C(Cl)Cl)CC[C@H](O)C(=C)CC[C@@H](O)C(=C)C,332.27,4.3,52.82,10,3,2,0,0.36,Monoterpenoids,Terpenoids,False,-5.437,-6.146,26586,2.4004383,4.1188893,-5.7915,21,0.2589047619047619,0.2926666666666667,0.2757857142857143
CNP0437887.0,C1=CC=C(C2=CN(C3=CC=CC=C3)C3=C2C2=NN=NN2C=N3)C=C1,312.34,3.13,60.9,2,6,0,0,0.5,Anthranilic acid alkaloids,Alkaloids,False,-7.581,-8.999,23948,4.9710464,7.06617,-8.290000000000001,24,0.315875,0.37495833333333334,0.3454166666666667
CNP0198723.1,C/C=C1/C(=O)O[C@]23C=C[C@@H]4C[C@@H](OC)O[C@H](O[C@H]12)[C@@H]43,264.28,1.15,53.99,1,5,0,0,0.4,Monoterpenoids,Terpenoids,False,-5.249,-7.555,85410,0.9139714,7.4138455,-6.401999999999999,19,0.2762631578947368,0.3976315789473684,0.3369473684210526
CNP0185151.1,CC[C@@]12C=CCN3CCC4=C([C@@H]31)N(C=C2)C1=CC(OC)=CC=C41,306.41,4.0,17.4,2,3,0,0,0.78,Tryptophan alkaloids,Alkaloids,False,-6.801,-8.596,132912,3.6716855,7.4738846,-7.6985,23,0.295695652173913,0.37373913043478263,0.33471739130434786
CNP0357483.0,NC1=NC(=O)N=C2N=NC(CCl)=C12,197.58,0.83,92.53,1,4,1,0,0.63,Pseudoalkaloids,Alkaloids,False,-5.056,-5.714,57039,4.4719367,4.01859,-5.385,13,0.3889230769230769,0.43953846153846154,0.41423076923076924
CNP0196094.0,COC1=CC(C2=C(C#N)C(=N)N3CCC4=CC5=C(C=C4C3=C2)OCO5)=CC=C1OC(C)C,429.48,4.25,89.49,4,7,1,0,0.67,Tyrosine alkaloids,Alkaloids,False,-6.801,-9.149,103550,2.9244077,7.8555517,-7.975,32,0.21253125,0.28590625,0.24921875
CNP0277315.1,C[C@H](C[C@@H]1C(=O)N(C)/C(=C/[C@H](C)C(Cl)(Cl)Cl)C(=O)N1C)C(Cl)(Cl)Cl,459.03,4.57,40.62,3,2,0,0,0.46,Peptide alkaloids,Alkaloids,False,-5.418,-7.077,219231,2.3521667,6.586604,-6.2475000000000005,24,0.22575,0.294875,0.2603125
CNP0329948.1,C/C=C(\C)[C@H](OC)[C@H](C)/C=C(C)/C=C(\C)C/C(C)=C/CC1=NC(OC)=C(OC)C(O)=C1C,443.63,6.5,60.81,11,5,1,1,0.31,Meroterpenoids,Terpenoids,False,-6.258,-8.119,212857,2.5328784,6.055396,-7.1884999999999994,32,0.1955625,0.25371875,0.22464062499999998
CNP0106375.0,OC1=CNN=C2C=NC=C21,135.13,0.62,61.8,0,3,2,0,0.56,Nicotinic acid alkaloids,Alkaloids,False,-4.469,-4.722,116091,5.3413863,5.140445,-4.5955,10,0.4469,0.47220000000000006,0.45955
CNP0046663.0,C=NC1=CNC2=C1OC=N2,135.13,1.49,54.18,1,3,1,0,0.6,Pseudoalkaloids,Alkaloids,False,-4.338,-4.28,135063,5.4000716,5.0166364,-4.309,10,0.4338,0.42800000000000005,0.43090000000000006
CNP0365946.4,CC(=O)/C=C(\C)NC(=O)[C@H]1[C@@H](C=C(C)C)C1(C)C,249.35,2.83,46.17,4,2,1,0,0.61,Monoterpenoids,Terpenoids,False,-5.501,-7.177,31117,-0.34835654,5.7273335,-6.339,18,0.3056111111111111,0.3987222222222222,0.35216666666666663
CNP0007509.0,CCN1CCC(O)(C2=CSC(CN3CCN(C)CC3)=N2)CC1,324.49,1.19,42.84,4,6,1,0,0.9,Pseudoalkaloids,Alkaloids,False,-5.486,-6.903,219590,2.822976,5.4365516,-6.1945,22,0.24936363636363634,0.31377272727272726,0.2815681818181818
CNP0294000.1,C[C@H]1[C@H](N2CCS(=O)(=O)CC2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,401.53,1.92,74.3,1,7,0,0,0.62,Sesquiterpenoids,Terpenoids,False,-6.7,-8.959,6680,-0.23641248,6.5274243,-7.8294999999999995,27,0.24814814814814815,0.3318148148148148,0.28998148148148145
CNP0398728.1,O=CN1CCN(C2=C(NC[C@@H]3CCCN4CCCC[C@H]34)C(=O)C2=O)CC1,360.46,0.24,72.96,5,6,1,0,0.6,Lysine alkaloids,Alkaloids,False,-6.205,-8.419,63779,1.8549291,4.984307,-7.312,26,0.23865384615384616,0.32380769230769235,0.2812307692307693
CNP0344851.0,CC1=C(C(C)C)SCCN1,157.28,2.21,12.03,1,2,1,0,0.63,Monoterpenoids,Terpenoids,False,-4.453,-4.803,12467,1.5508193,4.1863565,-4.628,10,0.44530000000000003,0.4803,0.4628
CNP0546206.1,C[C@@H]1C[C@@H]2[C@H]3C[C@@H]4CN([C@H]3C1)[C@H]2C1=C4CCC(O)=N1,258.36,2.74,35.83,0,2,1,0,0.72,Lysine alkaloids,Alkaloids,False,-5.991,-8.101,12545,0.8430769,4.8075447,-7.046,19,0.3153157894736842,0.4263684210526316,0.3708421052631579
CNP0501171.1,CN1CN2C3=CC=C(O)C(Br)=C3C3=C2C(=NC=C3)[C@@H]1C[S@@H+](C)[O-],395.3,2.71,64.35,2,5,1,0,0.54,Tryptophan alkaloids,Alkaloids,False,-6.309,-7.724,17146,3.6065276,5.4461784,-7.016500000000001,23,0.274304347826087,0.3358260869565218,0.3050652173913044
CNP0611005.1,CNP1(NC)=N[P@](NC)(N2CC2)=N[P@@](NC)(N2CC2)=N1,339.27,1.35,91.22,6,9,4,0,0.43,Pseudoalkaloids,Alkaloids,False,-4.169,-5.83,115822,1.9038547,4.595795,-4.999499999999999,20,0.20844999999999997,0.2915,0.24997499999999997
CNP0533313.0,N#CC[N+]12CCCN(CCC1)C2,166.25,0.39,27.03,1,2,0,0,0.42,Lysine alkaloids,Alkaloids,False,-4.379,-4.671,207550,1.4734497,4.53385,-4.525,12,0.3649166666666666,0.38925000000000004,0.3770833333333333
